"Date";"MIT";"fruit";"late";"away";"caff";"code";"crs";"Eric";"pers";"TA";"off";"coff";"enR";"eaft";"eeve";"emor";"tire";"mood";"hung";"medi";"mel";"mw";"vac";"out";"pro";"proR";"readB";"readD";"sck";"slept";"stres";"Nat";"cell";"veg";"min";"cls";"aid";"shp";"home";"lab";"lib";"ex";"write";"jour";"yog"
2015-11-08;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-09;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-10;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-11;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2015-11-12;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-13;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-14;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-15;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-16;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"1";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2015-11-17;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-11-18;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2015-11-19;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-11-20;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"0";"1";NA;"1";NA;"1";"0";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-21;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"1";NA;NA;"1";"1";NA;"1";NA;"1";"0";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-22;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"0";"1";NA;"1";NA;"1";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-11-23;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"1";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-24;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-25;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-26;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-11-27;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-11-28;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-11-29;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-11-30;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-01;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-02;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-03;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"1";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-04;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2015-12-05;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-06;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2015-12-07;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-08;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-09;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-10;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-11;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"0";"1";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-12;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-13;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-14;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-15;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-16;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-17;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"1";"0";"1";NA;"m";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-18;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"1";"0";"1";NA;"m";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-19;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-20;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"0";"1";NA;"0";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-21;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-22;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"m";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-23;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-24;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-25;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-26;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2015-12-27;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-28;NA;NA;"0";"1";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-29;NA;NA;"0";"1";NA;NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-30;NA;NA;"0";"1";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"1";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2015-12-31;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-01;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-02;NA;NA;"0";"1";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-03;NA;NA;"0";"1";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-04;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-05;NA;NA;"0";"1";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-06;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-07;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-08;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"1";"0";NA;NA;"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-09;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-10;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-11;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-12;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-13;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"0";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-14;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"0";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-15;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;"1";"0";NA;"0";NA;"0";"0";"1";NA;"1";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-16;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"1";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"1"
2016-01-17;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;"1";"0";NA;"1";NA;"0";"0";"1";NA;"1";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-01-18;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-19;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"1";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-20;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-21;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"0";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-22;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"0";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-23;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"0";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"1"
2016-01-24;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-01-25;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-26;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-27;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-01-28;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-29;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"1";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-01-30;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-01-31;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-02-01;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-02;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-03;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-04;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-05;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-06;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-02-07;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-08;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-09;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-02-10;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"0"
2016-02-11;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
